,0,1,2
4000,1.0,1.0,1.0
4200,1.0,1.0,1.0
4400,0.98,1.0,1.0
4600,0.98,1.0,1.0
4800,1.0,1.0,1.0
5000,0.96,1.0,1.0
5200,0.98,1.0,1.0
5400,0.98,1.0,1.0
5600,0.98,1.0,1.0
5800,0.98,1.0,1.0
6000,1.0,1.0,1.0
6200,0.96,1.0,1.0
6400,0.96,1.0,1.0
6600,0.98,1.0,1.0
6800,0.96,1.0,1.0
7000,1.0,1.0,1.0
7200,0.96,1.0,1.0
7400,0.96,1.0,1.0
7600,0.98,1.0,1.0
7800,0.98,1.0,1.0
8000,0.98,1.0,1.0
8200,0.98,1.0,1.0
8400,0.96,1.0,1.0
8600,0.94,1.0,1.0
8800,0.9,1.0,1.0
9000,0.96,0.98,1.0
