,0
100,3.8
150,5.8
200,8.05
250,11.2
300,14.4
350,17.2
400,22.15
450,23.95
500,26.1
550,30.55
600,34.75
650,39.95
700,39.45
750,45.1
800,47.55
850,51.3
900,54.55
950,63.25
1000,62.7
1050,67.25
1100,71.55
1150,74.55
1200,80.5
1250,77.2
1300,80.05
1350,89.9
1400,94.6
1450,99.85
1500,111.2
1550,107.25
1600,105.6
1650,116.75
1700,118.3
1750,119.75
1800,124.8
1850,128.0
1900,148.25
1950,134.4
2000,140.75
